name,html_name,weapon,skin,condition,weapon_type,quality,category,name_color,sell_listings,sell_price,sell_price_text
★ StatTrak™ Flip Knife | Lore (Minimal Wear),★%20StatTrak™%20Flip%20Knife%20%7C%20Lore%20%28Minimal%20Wear%29,Flip Knife,Lore,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,3,52628,$526.28 
★ StatTrak™ Flip Knife | Lore (Well-Worn),★%20StatTrak™%20Flip%20Knife%20%7C%20Lore%20%28Well-Worn%29,Flip Knife,Lore,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,2,49355,$493.55 
★ StatTrak™ Flip Knife | Marble Fade (Factory New),★%20StatTrak™%20Flip%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,Flip Knife,Marble Fade,Factory New,Knife,Covert,★ StatTrak™,8650AC,6,45126,$451.26 
★ StatTrak™ Flip Knife | Night (Battle-Scarred),★%20StatTrak™%20Flip%20Knife%20%7C%20Night%20%28Battle-Scarred%29,Flip Knife,Night,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,2,16900,$169.00 
★ StatTrak™ Flip Knife | Night (Field-Tested),★%20StatTrak™%20Flip%20Knife%20%7C%20Night%20%28Field-Tested%29,Flip Knife,Night,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,5,17510,$175.10 
★ StatTrak™ Flip Knife | Night (Minimal Wear),★%20StatTrak™%20Flip%20Knife%20%7C%20Night%20%28Minimal%20Wear%29,Flip Knife,Night,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,1,25019,$250.19 
★ StatTrak™ Flip Knife | Rust Coat (Battle-Scarred),★%20StatTrak™%20Flip%20Knife%20%7C%20Rust%20Coat%20%28Battle-Scarred%29,Flip Knife,Rust Coat,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,8,13347,$133.47 
★ StatTrak™ Flip Knife | Rust Coat (Well-Worn),★%20StatTrak™%20Flip%20Knife%20%7C%20Rust%20Coat%20%28Well-Worn%29,Flip Knife,Rust Coat,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,2,20000,$200.00 
★ StatTrak™ Flip Knife | Safari Mesh (Field-Tested),★%20StatTrak™%20Flip%20Knife%20%7C%20Safari%20Mesh%20%28Field-Tested%29,Flip Knife,Safari Mesh,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,4,12988,$129.88 
★ StatTrak™ Flip Knife | Scorched (Battle-Scarred),★%20StatTrak™%20Flip%20Knife%20%7C%20Scorched%20%28Battle-Scarred%29,Flip Knife,Scorched,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,2,12500,$125.00 
★ StatTrak™ Flip Knife | Scorched (Field-Tested),★%20StatTrak™%20Flip%20Knife%20%7C%20Scorched%20%28Field-Tested%29,Flip Knife,Scorched,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,3,13000,$130.00 
★ StatTrak™ Flip Knife | Scorched (Minimal Wear),★%20StatTrak™%20Flip%20Knife%20%7C%20Scorched%20%28Minimal%20Wear%29,Flip Knife,Scorched,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,1,23914,$239.14 
★ StatTrak™ Flip Knife | Slaughter (Factory New),★%20StatTrak™%20Flip%20Knife%20%7C%20Slaughter%20%28Factory%20New%29,Flip Knife,Slaughter,Factory New,Knife,Covert,★ StatTrak™,8650AC,2,40057,$400.57 
★ StatTrak™ Flip Knife | Slaughter (Field-Tested),★%20StatTrak™%20Flip%20Knife%20%7C%20Slaughter%20%28Field-Tested%29,Flip Knife,Slaughter,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,1,44600,$446.00 
★ StatTrak™ Flip Knife | Slaughter (Minimal Wear),★%20StatTrak™%20Flip%20Knife%20%7C%20Slaughter%20%28Minimal%20Wear%29,Flip Knife,Slaughter,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,2,35679,$356.79 
★ StatTrak™ Flip Knife | Stained (Battle-Scarred),★%20StatTrak™%20Flip%20Knife%20%7C%20Stained%20%28Battle-Scarred%29,Flip Knife,Stained,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,1,24871,$248.71 
★ StatTrak™ Flip Knife | Stained (Factory New),★%20StatTrak™%20Flip%20Knife%20%7C%20Stained%20%28Factory%20New%29,Flip Knife,Stained,Factory New,Knife,Covert,★ StatTrak™,8650AC,1,24718,$247.18 
★ StatTrak™ Flip Knife | Stained (Field-Tested),★%20StatTrak™%20Flip%20Knife%20%7C%20Stained%20%28Field-Tested%29,Flip Knife,Stained,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,4,15618,$156.18 
★ StatTrak™ Flip Knife | Stained (Minimal Wear),★%20StatTrak™%20Flip%20Knife%20%7C%20Stained%20%28Minimal%20Wear%29,Flip Knife,Stained,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,2,33572,$335.72 
★ StatTrak™ Flip Knife | Stained (Well-Worn),★%20StatTrak™%20Flip%20Knife%20%7C%20Stained%20%28Well-Worn%29,Flip Knife,Stained,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,3,14877,$148.77 
★ StatTrak™ Flip Knife | Tiger Tooth (Factory New),★%20StatTrak™%20Flip%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,Flip Knife,Tiger Tooth,Factory New,Knife,Covert,★ StatTrak™,8650AC,5,31050,$310.50 
★ StatTrak™ Flip Knife | Ultraviolet (Field-Tested),★%20StatTrak™%20Flip%20Knife%20%7C%20Ultraviolet%20%28Field-Tested%29,Flip Knife,Ultraviolet,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,7,17631,$176.31 
★ StatTrak™ Flip Knife | Ultraviolet (Minimal Wear),★%20StatTrak™%20Flip%20Knife%20%7C%20Ultraviolet%20%28Minimal%20Wear%29,Flip Knife,Ultraviolet,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,3,27261,$272.61 
★ StatTrak™ Flip Knife | Ultraviolet (Well-Worn),★%20StatTrak™%20Flip%20Knife%20%7C%20Ultraviolet%20%28Well-Worn%29,Flip Knife,Ultraviolet,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,1,23000,$230.00 
★ StatTrak™ Flip Knife | Urban Masked (Battle-Scarred),★%20StatTrak™%20Flip%20Knife%20%7C%20Urban%20Masked%20%28Battle-Scarred%29,Flip Knife,Urban Masked,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,2,12698,$126.98 
★ StatTrak™ Flip Knife | Urban Masked (Field-Tested),★%20StatTrak™%20Flip%20Knife%20%7C%20Urban%20Masked%20%28Field-Tested%29,Flip Knife,Urban Masked,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,4,12686,$126.86 
★ StatTrak™ Gut Knife,★%20StatTrak™%20Gut%20Knife,Gut Knife,,,Knife,Covert,★ StatTrak™,8650AC,7,12000,$120.00 
★ StatTrak™ Gut Knife | Autotronic (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Autotronic%20%28Battle-Scarred%29,Gut Knife,Autotronic,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,3,14388,$143.88 
★ StatTrak™ Gut Knife | Autotronic (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Autotronic%20%28Field-Tested%29,Gut Knife,Autotronic,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,8,16469,$164.69 
★ StatTrak™ Gut Knife | Autotronic (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Autotronic%20%28Minimal%20Wear%29,Gut Knife,Autotronic,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,6,18949,$189.49 
★ StatTrak™ Gut Knife | Black Laminate (Factory New),★%20StatTrak™%20Gut%20Knife%20%7C%20Black%20Laminate%20%28Factory%20New%29,Gut Knife,Black Laminate,Factory New,Knife,Covert,★ StatTrak™,8650AC,1,36273,$362.73 
★ StatTrak™ Gut Knife | Black Laminate (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Black%20Laminate%20%28Field-Tested%29,Gut Knife,Black Laminate,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,3,10400,$104.00 
★ StatTrak™ Gut Knife | Black Laminate (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Black%20Laminate%20%28Minimal%20Wear%29,Gut Knife,Black Laminate,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,1,12997,$129.97 
★ StatTrak™ Gut Knife | Black Laminate (Well-Worn),★%20StatTrak™%20Gut%20Knife%20%7C%20Black%20Laminate%20%28Well-Worn%29,Gut Knife,Black Laminate,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,6,10147,$101.47 
★ StatTrak™ Gut Knife | Blue Steel (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Blue%20Steel%20%28Battle-Scarred%29,Gut Knife,Blue Steel,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,2,18208,$182.08 
★ StatTrak™ Gut Knife | Blue Steel (Factory New),★%20StatTrak™%20Gut%20Knife%20%7C%20Blue%20Steel%20%28Factory%20New%29,Gut Knife,Blue Steel,Factory New,Knife,Covert,★ StatTrak™,8650AC,1,27712,$277.12 
★ StatTrak™ Gut Knife | Blue Steel (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Blue%20Steel%20%28Field-Tested%29,Gut Knife,Blue Steel,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,6,11898,$118.98 
★ StatTrak™ Gut Knife | Blue Steel (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Blue%20Steel%20%28Minimal%20Wear%29,Gut Knife,Blue Steel,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,2,12638,$126.38 
★ StatTrak™ Gut Knife | Blue Steel (Well-Worn),★%20StatTrak™%20Gut%20Knife%20%7C%20Blue%20Steel%20%28Well-Worn%29,Gut Knife,Blue Steel,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,2,12195,$121.95 
★ StatTrak™ Gut Knife | Boreal Forest (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Boreal%20Forest%20%28Battle-Scarred%29,Gut Knife,Boreal Forest,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,2,9050,$90.50 
★ StatTrak™ Gut Knife | Boreal Forest (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Boreal%20Forest%20%28Field-Tested%29,Gut Knife,Boreal Forest,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,8,9188,$91.88 
★ StatTrak™ Gut Knife | Boreal Forest (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Boreal%20Forest%20%28Minimal%20Wear%29,Gut Knife,Boreal Forest,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,2,10258,$102.58 
★ StatTrak™ Gut Knife | Boreal Forest (Well-Worn),★%20StatTrak™%20Gut%20Knife%20%7C%20Boreal%20Forest%20%28Well-Worn%29,Gut Knife,Boreal Forest,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,4,8411,$84.11 
★ StatTrak™ Gut Knife | Bright Water (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Bright%20Water%20%28Battle-Scarred%29,Gut Knife,Bright Water,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,1,14145,$141.45 
★ StatTrak™ Gut Knife | Bright Water (Factory New),★%20StatTrak™%20Gut%20Knife%20%7C%20Bright%20Water%20%28Factory%20New%29,Gut Knife,Bright Water,Factory New,Knife,Covert,★ StatTrak™,8650AC,5,14244,$142.44 
★ StatTrak™ Gut Knife | Bright Water (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Bright%20Water%20%28Field-Tested%29,Gut Knife,Bright Water,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,9,11093,$110.93 
★ StatTrak™ Gut Knife | Bright Water (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Bright%20Water%20%28Minimal%20Wear%29,Gut Knife,Bright Water,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,4,11956,$119.56 
★ StatTrak™ Gut Knife | Bright Water (Well-Worn),★%20StatTrak™%20Gut%20Knife%20%7C%20Bright%20Water%20%28Well-Worn%29,Gut Knife,Bright Water,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,1,12438,$124.38 
★ StatTrak™ Gut Knife | Case Hardened (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Case%20Hardened%20%28Battle-Scarred%29,Gut Knife,Case Hardened,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,5,13919,$139.19 
★ StatTrak™ Gut Knife | Case Hardened (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Case%20Hardened%20%28Field-Tested%29,Gut Knife,Case Hardened,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,6,14490,$144.90 
★ StatTrak™ Gut Knife | Case Hardened (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Case%20Hardened%20%28Minimal%20Wear%29,Gut Knife,Case Hardened,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,2,17900,$179.00 
★ StatTrak™ Gut Knife | Case Hardened (Well-Worn),★%20StatTrak™%20Gut%20Knife%20%7C%20Case%20Hardened%20%28Well-Worn%29,Gut Knife,Case Hardened,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,1,14996,$149.96 
★ StatTrak™ Gut Knife | Crimson Web (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Crimson%20Web%20%28Battle-Scarred%29,Gut Knife,Crimson Web,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,1,15551,$155.51 
★ StatTrak™ Gut Knife | Crimson Web (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Crimson%20Web%20%28Field-Tested%29,Gut Knife,Crimson Web,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,7,14022,$140.22 
★ StatTrak™ Gut Knife | Crimson Web (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Crimson%20Web%20%28Minimal%20Wear%29,Gut Knife,Crimson Web,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,1,55102,$551.02 
★ StatTrak™ Gut Knife | Crimson Web (Well-Worn),★%20StatTrak™%20Gut%20Knife%20%7C%20Crimson%20Web%20%28Well-Worn%29,Gut Knife,Crimson Web,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,3,11000,$110.00 
★ StatTrak™ Gut Knife | Damascus Steel (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Damascus%20Steel%20%28Battle-Scarred%29,Gut Knife,Damascus Steel,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,1,12857,$128.57 
★ StatTrak™ Gut Knife | Damascus Steel (Factory New),★%20StatTrak™%20Gut%20Knife%20%7C%20Damascus%20Steel%20%28Factory%20New%29,Gut Knife,Damascus Steel,Factory New,Knife,Covert,★ StatTrak™,8650AC,10,16483,$164.83 
★ StatTrak™ Gut Knife | Damascus Steel (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Damascus%20Steel%20%28Field-Tested%29,Gut Knife,Damascus Steel,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,5,10258,$102.58 
★ StatTrak™ Gut Knife | Damascus Steel (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Damascus%20Steel%20%28Minimal%20Wear%29,Gut Knife,Damascus Steel,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,4,12650,$126.50 
★ StatTrak™ Gut Knife | Damascus Steel (Well-Worn),★%20StatTrak™%20Gut%20Knife%20%7C%20Damascus%20Steel%20%28Well-Worn%29,Gut Knife,Damascus Steel,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,1,12082,$120.82 
★ StatTrak™ Gut Knife | Doppler (Factory New),★%20StatTrak™%20Gut%20Knife%20%7C%20Doppler%20%28Factory%20New%29,Gut Knife,Doppler,Factory New,Knife,Covert,★ StatTrak™,8650AC,35,14700,$147.00 
★ StatTrak™ Gut Knife | Doppler (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Doppler%20%28Minimal%20Wear%29,Gut Knife,Doppler,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,1,60375,$603.75 
★ StatTrak™ Gut Knife | Fade (Factory New),★%20StatTrak™%20Gut%20Knife%20%7C%20Fade%20%28Factory%20New%29,Gut Knife,Fade,Factory New,Knife,Covert,★ StatTrak™,8650AC,7,20516,$205.16 
★ StatTrak™ Gut Knife | Forest DDPAT (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Forest%20DDPAT%20%28Battle-Scarred%29,Gut Knife,Forest DDPAT,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,3,8997,$89.97 
★ StatTrak™ Gut Knife | Forest DDPAT (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Forest%20DDPAT%20%28Field-Tested%29,Gut Knife,Forest DDPAT,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,5,8746,$87.46 
★ StatTrak™ Gut Knife | Forest DDPAT (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Forest%20DDPAT%20%28Minimal%20Wear%29,Gut Knife,Forest DDPAT,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,3,11118,$111.18 
★ StatTrak™ Gut Knife | Freehand (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Freehand%20%28Battle-Scarred%29,Gut Knife,Freehand,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,1,11358,$113.58 
★ StatTrak™ Gut Knife | Freehand (Factory New),★%20StatTrak™%20Gut%20Knife%20%7C%20Freehand%20%28Factory%20New%29,Gut Knife,Freehand,Factory New,Knife,Covert,★ StatTrak™,8650AC,4,13160,$131.60 
★ StatTrak™ Gut Knife | Freehand (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Freehand%20%28Field-Tested%29,Gut Knife,Freehand,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,8,9810,$98.10 
★ StatTrak™ Gut Knife | Freehand (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Freehand%20%28Minimal%20Wear%29,Gut Knife,Freehand,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,5,10275,$102.75 
★ StatTrak™ Gut Knife | Freehand (Well-Worn),★%20StatTrak™%20Gut%20Knife%20%7C%20Freehand%20%28Well-Worn%29,Gut Knife,Freehand,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,1,11397,$113.97 
★ StatTrak™ Gut Knife | Gamma Doppler (Factory New),★%20StatTrak™%20Gut%20Knife%20%7C%20Gamma%20Doppler%20%28Factory%20New%29,Gut Knife,Gamma Doppler,Factory New,Knife,Covert,★ StatTrak™,8650AC,8,20677,$206.77 
★ StatTrak™ Gut Knife | Lore (Factory New),★%20StatTrak™%20Gut%20Knife%20%7C%20Lore%20%28Factory%20New%29,Gut Knife,Lore,Factory New,Knife,Covert,★ StatTrak™,8650AC,4,32285,$322.85 
★ StatTrak™ Gut Knife | Lore (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Lore%20%28Field-Tested%29,Gut Knife,Lore,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,6,15597,$155.97 
★ StatTrak™ Gut Knife | Lore (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Lore%20%28Minimal%20Wear%29,Gut Knife,Lore,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,5,23810,$238.10 
★ StatTrak™ Gut Knife | Lore (Well-Worn),★%20StatTrak™%20Gut%20Knife%20%7C%20Lore%20%28Well-Worn%29,Gut Knife,Lore,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,1,19354,$193.54 
★ StatTrak™ Gut Knife | Marble Fade (Factory New),★%20StatTrak™%20Gut%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,Gut Knife,Marble Fade,Factory New,Knife,Covert,★ StatTrak™,8650AC,12,16368,$163.68 
★ StatTrak™ Gut Knife | Night (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Night%20%28Battle-Scarred%29,Gut Knife,Night,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,5,10157,$101.57 
★ StatTrak™ Gut Knife | Night (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Night%20%28Field-Tested%29,Gut Knife,Night,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,5,9625,$96.25 
★ StatTrak™ Gut Knife | Rust Coat (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Rust%20Coat%20%28Battle-Scarred%29,Gut Knife,Rust Coat,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,12,8521,$85.21 
★ StatTrak™ Gut Knife | Rust Coat (Well-Worn),★%20StatTrak™%20Gut%20Knife%20%7C%20Rust%20Coat%20%28Well-Worn%29,Gut Knife,Rust Coat,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,2,15855,$158.55 
★ StatTrak™ Gut Knife | Safari Mesh (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Safari%20Mesh%20%28Field-Tested%29,Gut Knife,Safari Mesh,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,6,9356,$93.56 
★ StatTrak™ Gut Knife | Safari Mesh (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Safari%20Mesh%20%28Minimal%20Wear%29,Gut Knife,Safari Mesh,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,4,10577,$105.77 
★ StatTrak™ Gut Knife | Safari Mesh (Well-Worn),★%20StatTrak™%20Gut%20Knife%20%7C%20Safari%20Mesh%20%28Well-Worn%29,Gut Knife,Safari Mesh,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,2,9308,$93.08 
★ StatTrak™ Gut Knife | Scorched (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Scorched%20%28Battle-Scarred%29,Gut Knife,Scorched,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,1,10882,$108.82 
★ StatTrak™ Gut Knife | Scorched (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Scorched%20%28Field-Tested%29,Gut Knife,Scorched,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,4,8107,$81.07 
★ StatTrak™ Gut Knife | Scorched (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Scorched%20%28Minimal%20Wear%29,Gut Knife,Scorched,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,2,10258,$102.58 
★ StatTrak™ Gut Knife | Scorched (Well-Worn),★%20StatTrak™%20Gut%20Knife%20%7C%20Scorched%20%28Well-Worn%29,Gut Knife,Scorched,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,1,10166,$101.66 
★ StatTrak™ Gut Knife | Slaughter (Factory New),★%20StatTrak™%20Gut%20Knife%20%7C%20Slaughter%20%28Factory%20New%29,Gut Knife,Slaughter,Factory New,Knife,Covert,★ StatTrak™,8650AC,1,21620,$216.20 
★ StatTrak™ Gut Knife | Slaughter (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Slaughter%20%28Field-Tested%29,Gut Knife,Slaughter,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,1,16019,$160.19 
★ StatTrak™ Gut Knife | Slaughter (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Slaughter%20%28Minimal%20Wear%29,Gut Knife,Slaughter,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,5,15238,$152.38 
★ StatTrak™ Gut Knife | Stained (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Stained%20%28Battle-Scarred%29,Gut Knife,Stained,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,2,8411,$84.11 
★ StatTrak™ Gut Knife | Stained (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Stained%20%28Field-Tested%29,Gut Knife,Stained,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,4,10330,$103.30 
★ StatTrak™ Gut Knife | Stained (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Stained%20%28Minimal%20Wear%29,Gut Knife,Stained,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,2,11783,$117.83 
★ StatTrak™ Gut Knife | Stained (Well-Worn),★%20StatTrak™%20Gut%20Knife%20%7C%20Stained%20%28Well-Worn%29,Gut Knife,Stained,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,3,10390,$103.90 
★ StatTrak™ Gut Knife | Tiger Tooth (Factory New),★%20StatTrak™%20Gut%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,Gut Knife,Tiger Tooth,Factory New,Knife,Covert,★ StatTrak™,8650AC,11,14483,$144.83 
★ StatTrak™ Gut Knife | Tiger Tooth (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Tiger%20Tooth%20%28Minimal%20Wear%29,Gut Knife,Tiger Tooth,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,1,20345,$203.45 
★ StatTrak™ Gut Knife | Ultraviolet (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Ultraviolet%20%28Battle-Scarred%29,Gut Knife,Ultraviolet,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,3,9583,$95.83 
★ StatTrak™ Gut Knife | Ultraviolet (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Ultraviolet%20%28Field-Tested%29,Gut Knife,Ultraviolet,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,4,9455,$94.55 
★ StatTrak™ Gut Knife | Ultraviolet (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Ultraviolet%20%28Minimal%20Wear%29,Gut Knife,Ultraviolet,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,5,13497,$134.97 
★ StatTrak™ Gut Knife | Ultraviolet (Well-Worn),★%20StatTrak™%20Gut%20Knife%20%7C%20Ultraviolet%20%28Well-Worn%29,Gut Knife,Ultraviolet,Well-Worn,Knife,Covert,★ StatTrak™,8650AC,3,11596,$115.96 
★ StatTrak™ Gut Knife | Urban Masked (Battle-Scarred),★%20StatTrak™%20Gut%20Knife%20%7C%20Urban%20Masked%20%28Battle-Scarred%29,Gut Knife,Urban Masked,Battle-Scarred,Knife,Covert,★ StatTrak™,8650AC,3,9287,$92.87 
★ StatTrak™ Gut Knife | Urban Masked (Field-Tested),★%20StatTrak™%20Gut%20Knife%20%7C%20Urban%20Masked%20%28Field-Tested%29,Gut Knife,Urban Masked,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,12,16798,$167.98 
★ StatTrak™ Gut Knife | Urban Masked (Minimal Wear),★%20StatTrak™%20Gut%20Knife%20%7C%20Urban%20Masked%20%28Minimal%20Wear%29,Gut Knife,Urban Masked,Minimal Wear,Knife,Covert,★ StatTrak™,8650AC,6,11351,$113.51 
★ StatTrak™ Huntsman Knife,★%20StatTrak™%20Huntsman%20Knife,Huntsman Knife,,,Knife,Covert,★ StatTrak™,8650AC,8,22551,$225.51 
★ StatTrak™ Huntsman Knife | Autotronic (Factory New),★%20StatTrak™%20Huntsman%20Knife%20%7C%20Autotronic%20%28Factory%20New%29,Huntsman Knife,Autotronic,Factory New,Knife,Covert,★ StatTrak™,8650AC,2,34209,$342.09 
★ StatTrak™ Huntsman Knife | Autotronic (Field-Tested),★%20StatTrak™%20Huntsman%20Knife%20%7C%20Autotronic%20%28Field-Tested%29,Huntsman Knife,Autotronic,Field-Tested,Knife,Covert,★ StatTrak™,8650AC,4,22271,$222.71 
