name,html_name,weapon,skin,condition,weapon_type,quality,category,name_color,sell_listings,sell_price,sell_price_text
StatTrak™ Glock-18 | Blue Fissure (Factory New),StatTrak™%20Glock-18%20%7C%20Blue%20Fissure%20%28Factory%20New%29,Glock-18,Blue Fissure,Factory New,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,5,8822,$88.22 
StatTrak™ Glock-18 | Blue Fissure (Field-Tested),StatTrak™%20Glock-18%20%7C%20Blue%20Fissure%20%28Field-Tested%29,Glock-18,Blue Fissure,Field-Tested,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,144,247,$2.47 
StatTrak™ Glock-18 | Blue Fissure (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Blue%20Fissure%20%28Minimal%20Wear%29,Glock-18,Blue Fissure,Minimal Wear,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,102,598,$5.98 
StatTrak™ Glock-18 | Blue Fissure (Well-Worn),StatTrak™%20Glock-18%20%7C%20Blue%20Fissure%20%28Well-Worn%29,Glock-18,Blue Fissure,Well-Worn,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,27,364,$3.64 
StatTrak™ Glock-18 | Bullet Queen (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Bullet%20Queen%20%28Battle-Scarred%29,Glock-18,Bullet Queen,Battle-Scarred,Pistol,Covert,StatTrak™,CF6A32,19,1483,$14.83 
StatTrak™ Glock-18 | Bullet Queen (Factory New),StatTrak™%20Glock-18%20%7C%20Bullet%20Queen%20%28Factory%20New%29,Glock-18,Bullet Queen,Factory New,Pistol,Covert,StatTrak™,CF6A32,4,20516,$205.16 
StatTrak™ Glock-18 | Bullet Queen (Field-Tested),StatTrak™%20Glock-18%20%7C%20Bullet%20Queen%20%28Field-Tested%29,Glock-18,Bullet Queen,Field-Tested,Pistol,Covert,StatTrak™,CF6A32,16,2915,$29.15 
StatTrak™ Glock-18 | Bullet Queen (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Bullet%20Queen%20%28Minimal%20Wear%29,Glock-18,Bullet Queen,Minimal Wear,Pistol,Covert,StatTrak™,CF6A32,15,5616,$56.16 
StatTrak™ Glock-18 | Bullet Queen (Well-Worn),StatTrak™%20Glock-18%20%7C%20Bullet%20Queen%20%28Well-Worn%29,Glock-18,Bullet Queen,Well-Worn,Pistol,Covert,StatTrak™,CF6A32,31,1579,$15.79 
StatTrak™ Glock-18 | Bunsen Burner (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Bunsen%20Burner%20%28Battle-Scarred%29,Glock-18,Bunsen Burner,Battle-Scarred,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,247,72,$0.72 
StatTrak™ Glock-18 | Bunsen Burner (Factory New),StatTrak™%20Glock-18%20%7C%20Bunsen%20Burner%20%28Factory%20New%29,Glock-18,Bunsen Burner,Factory New,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,123,430,$4.30 
StatTrak™ Glock-18 | Bunsen Burner (Field-Tested),StatTrak™%20Glock-18%20%7C%20Bunsen%20Burner%20%28Field-Tested%29,Glock-18,Bunsen Burner,Field-Tested,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,900,57,$0.57 
StatTrak™ Glock-18 | Bunsen Burner (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Bunsen%20Burner%20%28Minimal%20Wear%29,Glock-18,Bunsen Burner,Minimal Wear,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,332,123,$1.23 
StatTrak™ Glock-18 | Bunsen Burner (Well-Worn),StatTrak™%20Glock-18%20%7C%20Bunsen%20Burner%20%28Well-Worn%29,Glock-18,Bunsen Burner,Well-Worn,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,66,143,$1.43 
StatTrak™ Glock-18 | Catacombs (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Catacombs%20%28Battle-Scarred%29,Glock-18,Catacombs,Battle-Scarred,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,76,152,$1.52 
StatTrak™ Glock-18 | Catacombs (Factory New),StatTrak™%20Glock-18%20%7C%20Catacombs%20%28Factory%20New%29,Glock-18,Catacombs,Factory New,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,149,215,$2.15 
StatTrak™ Glock-18 | Catacombs (Field-Tested),StatTrak™%20Glock-18%20%7C%20Catacombs%20%28Field-Tested%29,Glock-18,Catacombs,Field-Tested,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,435,71,$0.71 
StatTrak™ Glock-18 | Catacombs (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Catacombs%20%28Minimal%20Wear%29,Glock-18,Catacombs,Minimal Wear,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,302,106,$1.06 
StatTrak™ Glock-18 | Catacombs (Well-Worn),StatTrak™%20Glock-18%20%7C%20Catacombs%20%28Well-Worn%29,Glock-18,Catacombs,Well-Worn,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,119,156,$1.56 
StatTrak™ Glock-18 | Clear Polymer (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Clear%20Polymer%20%28Battle-Scarred%29,Glock-18,Clear Polymer,Battle-Scarred,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,259,30,$0.30 
StatTrak™ Glock-18 | Clear Polymer (Factory New),StatTrak™%20Glock-18%20%7C%20Clear%20Polymer%20%28Factory%20New%29,Glock-18,Clear Polymer,Factory New,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,73,357,$3.57 
StatTrak™ Glock-18 | Clear Polymer (Field-Tested),StatTrak™%20Glock-18%20%7C%20Clear%20Polymer%20%28Field-Tested%29,Glock-18,Clear Polymer,Field-Tested,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,277,36,$0.36 
StatTrak™ Glock-18 | Clear Polymer (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Clear%20Polymer%20%28Minimal%20Wear%29,Glock-18,Clear Polymer,Minimal Wear,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,274,95,$0.95 
StatTrak™ Glock-18 | Clear Polymer (Well-Worn),StatTrak™%20Glock-18%20%7C%20Clear%20Polymer%20%28Well-Worn%29,Glock-18,Clear Polymer,Well-Worn,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,660,31,$0.31 
StatTrak™ Glock-18 | Dragon Tattoo (Factory New),StatTrak™%20Glock-18%20%7C%20Dragon%20Tattoo%20%28Factory%20New%29,Glock-18,Dragon Tattoo,Factory New,Pistol,Restricted,StatTrak™,CF6A32,58,12094,$120.94 
StatTrak™ Glock-18 | Dragon Tattoo (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Dragon%20Tattoo%20%28Minimal%20Wear%29,Glock-18,Dragon Tattoo,Minimal Wear,Pistol,Restricted,StatTrak™,CF6A32,7,12479,$124.79 
StatTrak™ Glock-18 | Grinder (Factory New),StatTrak™%20Glock-18%20%7C%20Grinder%20%28Factory%20New%29,Glock-18,Grinder,Factory New,Pistol,Restricted,StatTrak™,CF6A32,149,547,$5.47 
StatTrak™ Glock-18 | Grinder (Field-Tested),StatTrak™%20Glock-18%20%7C%20Grinder%20%28Field-Tested%29,Glock-18,Grinder,Field-Tested,Pistol,Restricted,StatTrak™,CF6A32,42,377,$3.77 
StatTrak™ Glock-18 | Grinder (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Grinder%20%28Minimal%20Wear%29,Glock-18,Grinder,Minimal Wear,Pistol,Restricted,StatTrak™,CF6A32,131,396,$3.96 
StatTrak™ Glock-18 | Ironwork (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Ironwork%20%28Battle-Scarred%29,Glock-18,Ironwork,Battle-Scarred,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,560,31,$0.31 
StatTrak™ Glock-18 | Ironwork (Factory New),StatTrak™%20Glock-18%20%7C%20Ironwork%20%28Factory%20New%29,Glock-18,Ironwork,Factory New,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,74,421,$4.21 
StatTrak™ Glock-18 | Ironwork (Field-Tested),StatTrak™%20Glock-18%20%7C%20Ironwork%20%28Field-Tested%29,Glock-18,Ironwork,Field-Tested,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,636,37,$0.37 
StatTrak™ Glock-18 | Ironwork (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Ironwork%20%28Minimal%20Wear%29,Glock-18,Ironwork,Minimal Wear,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,236,88,$0.88 
StatTrak™ Glock-18 | Ironwork (Well-Worn),StatTrak™%20Glock-18%20%7C%20Ironwork%20%28Well-Worn%29,Glock-18,Ironwork,Well-Worn,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,682,31,$0.31 
StatTrak™ Glock-18 | Moonrise (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Moonrise%20%28Battle-Scarred%29,Glock-18,Moonrise,Battle-Scarred,Pistol,Restricted,StatTrak™,CF6A32,219,54,$0.54 
StatTrak™ Glock-18 | Moonrise (Factory New),StatTrak™%20Glock-18%20%7C%20Moonrise%20%28Factory%20New%29,Glock-18,Moonrise,Factory New,Pistol,Restricted,StatTrak™,CF6A32,254,317,$3.17 
StatTrak™ Glock-18 | Moonrise (Field-Tested),StatTrak™%20Glock-18%20%7C%20Moonrise%20%28Field-Tested%29,Glock-18,Moonrise,Field-Tested,Pistol,Restricted,StatTrak™,CF6A32,1241,71,$0.71 
StatTrak™ Glock-18 | Moonrise (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Moonrise%20%28Minimal%20Wear%29,Glock-18,Moonrise,Minimal Wear,Pistol,Restricted,StatTrak™,CF6A32,260,157,$1.57 
StatTrak™ Glock-18 | Moonrise (Well-Worn),StatTrak™%20Glock-18%20%7C%20Moonrise%20%28Well-Worn%29,Glock-18,Moonrise,Well-Worn,Pistol,Restricted,StatTrak™,CF6A32,251,117,$1.17 
StatTrak™ Glock-18 | Neo-Noir (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Neo-Noir%20%28Battle-Scarred%29,Glock-18,Neo-Noir,Battle-Scarred,Pistol,Covert,StatTrak™,CF6A32,15,1500,$15.00 
StatTrak™ Glock-18 | Neo-Noir (Factory New),StatTrak™%20Glock-18%20%7C%20Neo-Noir%20%28Factory%20New%29,Glock-18,Neo-Noir,Factory New,Pistol,Covert,StatTrak™,CF6A32,5,15191,$151.91 
StatTrak™ Glock-18 | Neo-Noir (Field-Tested),StatTrak™%20Glock-18%20%7C%20Neo-Noir%20%28Field-Tested%29,Glock-18,Neo-Noir,Field-Tested,Pistol,Covert,StatTrak™,CF6A32,26,2599,$25.99 
StatTrak™ Glock-18 | Neo-Noir (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Neo-Noir%20%28Minimal%20Wear%29,Glock-18,Neo-Noir,Minimal Wear,Pistol,Covert,StatTrak™,CF6A32,19,5500,$55.00 
StatTrak™ Glock-18 | Neo-Noir (Well-Worn),StatTrak™%20Glock-18%20%7C%20Neo-Noir%20%28Well-Worn%29,Glock-18,Neo-Noir,Well-Worn,Pistol,Covert,StatTrak™,CF6A32,24,1489,$14.89 
StatTrak™ Glock-18 | Off World (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Off%20World%20%28Battle-Scarred%29,Glock-18,Off World,Battle-Scarred,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,754,37,$0.37 
StatTrak™ Glock-18 | Off World (Factory New),StatTrak™%20Glock-18%20%7C%20Off%20World%20%28Factory%20New%29,Glock-18,Off World,Factory New,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,116,361,$3.61 
StatTrak™ Glock-18 | Off World (Field-Tested),StatTrak™%20Glock-18%20%7C%20Off%20World%20%28Field-Tested%29,Glock-18,Off World,Field-Tested,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,991,27,$0.27 
StatTrak™ Glock-18 | Off World (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Off%20World%20%28Minimal%20Wear%29,Glock-18,Off World,Minimal Wear,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,455,62,$0.62 
StatTrak™ Glock-18 | Off World (Well-Worn),StatTrak™%20Glock-18%20%7C%20Off%20World%20%28Well-Worn%29,Glock-18,Off World,Well-Worn,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,1199,26,$0.26 
StatTrak™ Glock-18 | Oxide Blaze (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Oxide%20Blaze%20%28Battle-Scarred%29,Glock-18,Oxide Blaze,Battle-Scarred,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,679,19,$0.19 
StatTrak™ Glock-18 | Oxide Blaze (Factory New),StatTrak™%20Glock-18%20%7C%20Oxide%20Blaze%20%28Factory%20New%29,Glock-18,Oxide Blaze,Factory New,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,118,181,$1.81 
StatTrak™ Glock-18 | Oxide Blaze (Field-Tested),StatTrak™%20Glock-18%20%7C%20Oxide%20Blaze%20%28Field-Tested%29,Glock-18,Oxide Blaze,Field-Tested,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,2678,18,$0.18 
StatTrak™ Glock-18 | Oxide Blaze (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Oxide%20Blaze%20%28Minimal%20Wear%29,Glock-18,Oxide Blaze,Minimal Wear,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,622,29,$0.29 
StatTrak™ Glock-18 | Oxide Blaze (Well-Worn),StatTrak™%20Glock-18%20%7C%20Oxide%20Blaze%20%28Well-Worn%29,Glock-18,Oxide Blaze,Well-Worn,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,240,28,$0.28 
StatTrak™ Glock-18 | Royal Legion (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Royal%20Legion%20%28Battle-Scarred%29,Glock-18,Royal Legion,Battle-Scarred,Pistol,Restricted,StatTrak™,CF6A32,64,244,$2.44 
StatTrak™ Glock-18 | Royal Legion (Factory New),StatTrak™%20Glock-18%20%7C%20Royal%20Legion%20%28Factory%20New%29,Glock-18,Royal Legion,Factory New,Pistol,Restricted,StatTrak™,CF6A32,22,2188,$21.88 
StatTrak™ Glock-18 | Royal Legion (Field-Tested),StatTrak™%20Glock-18%20%7C%20Royal%20Legion%20%28Field-Tested%29,Glock-18,Royal Legion,Field-Tested,Pistol,Restricted,StatTrak™,CF6A32,115,300,$3.00 
StatTrak™ Glock-18 | Royal Legion (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Royal%20Legion%20%28Minimal%20Wear%29,Glock-18,Royal Legion,Minimal Wear,Pistol,Restricted,StatTrak™,CF6A32,62,594,$5.94 
StatTrak™ Glock-18 | Royal Legion (Well-Worn),StatTrak™%20Glock-18%20%7C%20Royal%20Legion%20%28Well-Worn%29,Glock-18,Royal Legion,Well-Worn,Pistol,Restricted,StatTrak™,CF6A32,129,268,$2.68 
StatTrak™ Glock-18 | Sacrifice (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Sacrifice%20%28Battle-Scarred%29,Glock-18,Sacrifice,Battle-Scarred,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,282,47,$0.47 
StatTrak™ Glock-18 | Sacrifice (Factory New),StatTrak™%20Glock-18%20%7C%20Sacrifice%20%28Factory%20New%29,Glock-18,Sacrifice,Factory New,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,75,632,$6.32 
StatTrak™ Glock-18 | Sacrifice (Field-Tested),StatTrak™%20Glock-18%20%7C%20Sacrifice%20%28Field-Tested%29,Glock-18,Sacrifice,Field-Tested,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,358,69,$0.69 
StatTrak™ Glock-18 | Sacrifice (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Sacrifice%20%28Minimal%20Wear%29,Glock-18,Sacrifice,Minimal Wear,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,188,140,$1.40 
StatTrak™ Glock-18 | Sacrifice (Well-Worn),StatTrak™%20Glock-18%20%7C%20Sacrifice%20%28Well-Worn%29,Glock-18,Sacrifice,Well-Worn,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,313,50,$0.50 
StatTrak™ Glock-18 | Snack Attack (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Snack%20Attack%20%28Battle-Scarred%29,Glock-18,Snack Attack,Battle-Scarred,Pistol,Classified,StatTrak™,CF6A32,23,509,$5.09 
StatTrak™ Glock-18 | Snack Attack (Factory New),StatTrak™%20Glock-18%20%7C%20Snack%20Attack%20%28Factory%20New%29,Glock-18,Snack Attack,Factory New,Pistol,Classified,StatTrak™,CF6A32,13,4102,$41.02 
StatTrak™ Glock-18 | Snack Attack (Field-Tested),StatTrak™%20Glock-18%20%7C%20Snack%20Attack%20%28Field-Tested%29,Glock-18,Snack Attack,Field-Tested,Pistol,Classified,StatTrak™,CF6A32,20,714,$7.14 
StatTrak™ Glock-18 | Snack Attack (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Snack%20Attack%20%28Minimal%20Wear%29,Glock-18,Snack Attack,Minimal Wear,Pistol,Classified,StatTrak™,CF6A32,23,1385,$13.85 
StatTrak™ Glock-18 | Snack Attack (Well-Worn),StatTrak™%20Glock-18%20%7C%20Snack%20Attack%20%28Well-Worn%29,Glock-18,Snack Attack,Well-Worn,Pistol,Classified,StatTrak™,CF6A32,17,582,$5.82 
StatTrak™ Glock-18 | Steel Disruption (Factory New),StatTrak™%20Glock-18%20%7C%20Steel%20Disruption%20%28Factory%20New%29,Glock-18,Steel Disruption,Factory New,Pistol,Restricted,StatTrak™,CF6A32,96,782,$7.82 
StatTrak™ Glock-18 | Steel Disruption (Field-Tested),StatTrak™%20Glock-18%20%7C%20Steel%20Disruption%20%28Field-Tested%29,Glock-18,Steel Disruption,Field-Tested,Pistol,Restricted,StatTrak™,CF6A32,23,410,$4.10 
StatTrak™ Glock-18 | Steel Disruption (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Steel%20Disruption%20%28Minimal%20Wear%29,Glock-18,Steel Disruption,Minimal Wear,Pistol,Restricted,StatTrak™,CF6A32,93,430,$4.30 
StatTrak™ Glock-18 | Vogue (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Vogue%20%28Battle-Scarred%29,Glock-18,Vogue,Battle-Scarred,Pistol,Classified,StatTrak™,CF6A32,45,545,$5.45 
StatTrak™ Glock-18 | Vogue (Factory New),StatTrak™%20Glock-18%20%7C%20Vogue%20%28Factory%20New%29,Glock-18,Vogue,Factory New,Pistol,Classified,StatTrak™,CF6A32,31,2288,$22.88 
StatTrak™ Glock-18 | Vogue (Field-Tested),StatTrak™%20Glock-18%20%7C%20Vogue%20%28Field-Tested%29,Glock-18,Vogue,Field-Tested,Pistol,Classified,StatTrak™,CF6A32,129,657,$6.57 
StatTrak™ Glock-18 | Vogue (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Vogue%20%28Minimal%20Wear%29,Glock-18,Vogue,Minimal Wear,Pistol,Classified,StatTrak™,CF6A32,50,1384,$13.84 
StatTrak™ Glock-18 | Vogue (Well-Worn),StatTrak™%20Glock-18%20%7C%20Vogue%20%28Well-Worn%29,Glock-18,Vogue,Well-Worn,Pistol,Classified,StatTrak™,CF6A32,29,705,$7.05 
StatTrak™ Glock-18 | Warhawk (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Warhawk%20%28Battle-Scarred%29,Glock-18,Warhawk,Battle-Scarred,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,400,27,$0.27 
StatTrak™ Glock-18 | Warhawk (Factory New),StatTrak™%20Glock-18%20%7C%20Warhawk%20%28Factory%20New%29,Glock-18,Warhawk,Factory New,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,62,399,$3.99 
StatTrak™ Glock-18 | Warhawk (Field-Tested),StatTrak™%20Glock-18%20%7C%20Warhawk%20%28Field-Tested%29,Glock-18,Warhawk,Field-Tested,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,527,34,$0.34 
StatTrak™ Glock-18 | Warhawk (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Warhawk%20%28Minimal%20Wear%29,Glock-18,Warhawk,Minimal Wear,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,366,76,$0.76 
StatTrak™ Glock-18 | Warhawk (Well-Worn),StatTrak™%20Glock-18%20%7C%20Warhawk%20%28Well-Worn%29,Glock-18,Warhawk,Well-Worn,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,613,28,$0.28 
StatTrak™ Glock-18 | Wasteland Rebel (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Wasteland%20Rebel%20%28Battle-Scarred%29,Glock-18,Wasteland Rebel,Battle-Scarred,Pistol,Covert,StatTrak™,CF6A32,14,1159,$11.59 
StatTrak™ Glock-18 | Wasteland Rebel (Factory New),StatTrak™%20Glock-18%20%7C%20Wasteland%20Rebel%20%28Factory%20New%29,Glock-18,Wasteland Rebel,Factory New,Pistol,Covert,StatTrak™,CF6A32,31,2859,$28.59 
StatTrak™ Glock-18 | Wasteland Rebel (Field-Tested),StatTrak™%20Glock-18%20%7C%20Wasteland%20Rebel%20%28Field-Tested%29,Glock-18,Wasteland Rebel,Field-Tested,Pistol,Covert,StatTrak™,CF6A32,31,1293,$12.93 
StatTrak™ Glock-18 | Wasteland Rebel (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Wasteland%20Rebel%20%28Minimal%20Wear%29,Glock-18,Wasteland Rebel,Minimal Wear,Pistol,Covert,StatTrak™,CF6A32,18,1860,$18.60 
StatTrak™ Glock-18 | Wasteland Rebel (Well-Worn),StatTrak™%20Glock-18%20%7C%20Wasteland%20Rebel%20%28Well-Worn%29,Glock-18,Wasteland Rebel,Well-Worn,Pistol,Covert,StatTrak™,CF6A32,12,1463,$14.63 
StatTrak™ Glock-18 | Water Elemental (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Water%20Elemental%20%28Battle-Scarred%29,Glock-18,Water Elemental,Battle-Scarred,Pistol,Classified,StatTrak™,CF6A32,29,950,$9.50 
StatTrak™ Glock-18 | Water Elemental (Factory New),StatTrak™%20Glock-18%20%7C%20Water%20Elemental%20%28Factory%20New%29,Glock-18,Water Elemental,Factory New,Pistol,Classified,StatTrak™,CF6A32,38,3801,$38.01 
StatTrak™ Glock-18 | Water Elemental (Field-Tested),StatTrak™%20Glock-18%20%7C%20Water%20Elemental%20%28Field-Tested%29,Glock-18,Water Elemental,Field-Tested,Pistol,Classified,StatTrak™,CF6A32,105,1123,$11.23 
StatTrak™ Glock-18 | Water Elemental (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Water%20Elemental%20%28Minimal%20Wear%29,Glock-18,Water Elemental,Minimal Wear,Pistol,Classified,StatTrak™,CF6A32,49,2157,$21.57 
StatTrak™ Glock-18 | Water Elemental (Well-Worn),StatTrak™%20Glock-18%20%7C%20Water%20Elemental%20%28Well-Worn%29,Glock-18,Water Elemental,Well-Worn,Pistol,Classified,StatTrak™,CF6A32,22,1105,$11.05 
StatTrak™ Glock-18 | Weasel (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Weasel%20%28Battle-Scarred%29,Glock-18,Weasel,Battle-Scarred,Pistol,Restricted,StatTrak™,CF6A32,181,101,$1.01 
StatTrak™ Glock-18 | Weasel (Factory New),StatTrak™%20Glock-18%20%7C%20Weasel%20%28Factory%20New%29,Glock-18,Weasel,Factory New,Pistol,Restricted,StatTrak™,CF6A32,67,767,$7.67 
StatTrak™ Glock-18 | Weasel (Field-Tested),StatTrak™%20Glock-18%20%7C%20Weasel%20%28Field-Tested%29,Glock-18,Weasel,Field-Tested,Pistol,Restricted,StatTrak™,CF6A32,325,131,$1.31 
StatTrak™ Glock-18 | Weasel (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Weasel%20%28Minimal%20Wear%29,Glock-18,Weasel,Minimal Wear,Pistol,Restricted,StatTrak™,CF6A32,205,273,$2.73 
StatTrak™ Glock-18 | Weasel (Well-Worn),StatTrak™%20Glock-18%20%7C%20Weasel%20%28Well-Worn%29,Glock-18,Weasel,Well-Worn,Pistol,Restricted,StatTrak™,CF6A32,261,100,$1.00 
StatTrak™ Glock-18 | Winterized (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Winterized%20%28Battle-Scarred%29,Glock-18,Winterized,Battle-Scarred,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,22,225,$2.25 
StatTrak™ Glock-18 | Winterized (Factory New),StatTrak™%20Glock-18%20%7C%20Winterized%20%28Factory%20New%29,Glock-18,Winterized,Factory New,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,4,1872,$18.72 
StatTrak™ Glock-18 | Winterized (Field-Tested),StatTrak™%20Glock-18%20%7C%20Winterized%20%28Field-Tested%29,Glock-18,Winterized,Field-Tested,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,14,399,$3.99 
StatTrak™ Glock-18 | Winterized (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Winterized%20%28Minimal%20Wear%29,Glock-18,Winterized,Minimal Wear,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,19,501,$5.01 
StatTrak™ Glock-18 | Winterized (Well-Worn),StatTrak™%20Glock-18%20%7C%20Winterized%20%28Well-Worn%29,Glock-18,Winterized,Well-Worn,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,25,213,$2.13 
StatTrak™ Glock-18 | Wraiths (Battle-Scarred),StatTrak™%20Glock-18%20%7C%20Wraiths%20%28Battle-Scarred%29,Glock-18,Wraiths,Battle-Scarred,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,238,42,$0.42 
StatTrak™ Glock-18 | Wraiths (Factory New),StatTrak™%20Glock-18%20%7C%20Wraiths%20%28Factory%20New%29,Glock-18,Wraiths,Factory New,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,97,402,$4.02 
StatTrak™ Glock-18 | Wraiths (Field-Tested),StatTrak™%20Glock-18%20%7C%20Wraiths%20%28Field-Tested%29,Glock-18,Wraiths,Field-Tested,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,652,41,$0.41 
StatTrak™ Glock-18 | Wraiths (Minimal Wear),StatTrak™%20Glock-18%20%7C%20Wraiths%20%28Minimal%20Wear%29,Glock-18,Wraiths,Minimal Wear,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,220,100,$1.00 
StatTrak™ Glock-18 | Wraiths (Well-Worn),StatTrak™%20Glock-18%20%7C%20Wraiths%20%28Well-Worn%29,Glock-18,Wraiths,Well-Worn,Pistol,Mil-Spec Grade,StatTrak™,CF6A32,47,135,$1.35 
StatTrak™ P2000 | Acid Etched (Battle-Scarred),StatTrak™%20P2000%20%7C%20Acid%20Etched%20%28Battle-Scarred%29,P2000,Acid Etched,Battle-Scarred,Pistol,Restricted,StatTrak™,CF6A32,127,62,$0.62 
StatTrak™ P2000 | Acid Etched (Factory New),StatTrak™%20P2000%20%7C%20Acid%20Etched%20%28Factory%20New%29,P2000,Acid Etched,Factory New,Pistol,Restricted,StatTrak™,CF6A32,42,462,$4.62 
StatTrak™ P2000 | Acid Etched (Field-Tested),StatTrak™%20P2000%20%7C%20Acid%20Etched%20%28Field-Tested%29,P2000,Acid Etched,Field-Tested,Pistol,Restricted,StatTrak™,CF6A32,174,77,$0.77 
StatTrak™ P2000 | Acid Etched (Minimal Wear),StatTrak™%20P2000%20%7C%20Acid%20Etched%20%28Minimal%20Wear%29,P2000,Acid Etched,Minimal Wear,Pistol,Restricted,StatTrak™,CF6A32,152,161,$1.61 
