name,hash_name,sell_listings,sell_price,sell_price_text,app_icon,app_name,asset_description,sale_price_text
MAC-10 | Calf Skin (Field-Tested),MAC-10 | Calf Skin (Field-Tested),2538,9,$0.09,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902753694', 'instanceid': '302028390', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf1OD3fDxBvYyJl4iOlPzxIYTck29Y_cg_j-rHp9uniwTgqUI5Yjj2JtSUIwBsMgvV-lPrlOy-hsPp6JvAz3BrvD5iuyjdJPeLyg', 'tradable': 1, 'name': 'MAC-10 | Calf Skin (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'MAC-10 | Calf Skin (Field-Tested)', 'market_hash_name': 'MAC-10 | Calf Skin (Field-Tested)', 'commodity': 0}",$0.08
MAC-10 | Calf Skin (Minimal Wear),MAC-10 | Calf Skin (Minimal Wear),2047,11,$0.11,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3035575040', 'instanceid': '480085569', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf1OD3fDxBvYyJl4iOlPzxIYTdn2xZ_Isg3-yVrN-j0A3trRE6MDj0d4OcegZsNFDT81i9lOvo1MXtuJnPzXBhpGB8slmFggwG', 'tradable': 1, 'name': 'MAC-10 | Calf Skin (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'MAC-10 | Calf Skin (Minimal Wear)', 'market_hash_name': 'MAC-10 | Calf Skin (Minimal Wear)', 'commodity': 0}",$0.10
MAC-10 | Calf Skin (Well-Worn),MAC-10 | Calf Skin (Well-Worn),2181,8,$0.08,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3035580890', 'instanceid': '302028390', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf1OD3fDxBvYyJl4iOlPzxIYTck29Y_cg_j-rHp9uniwTgqUI5Yjj2JtSUIwBsMgvV-lPrlOy-hsPp6JvAz3BrvD5iuyjdJPeLyg', 'tradable': 1, 'name': 'MAC-10 | Calf Skin (Well-Worn)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'MAC-10 | Calf Skin (Well-Worn)', 'market_hash_name': 'MAC-10 | Calf Skin (Well-Worn)', 'commodity': 0}",$0.07
MAC-10 | Candy Apple (Factory New),MAC-10 | Candy Apple (Factory New),2976,24,$0.24,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '310776512', 'instanceid': '302028390', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldfwPz3YzhG09C_k4if2aekNb3VlDhTv5Ii273F9Ims3Vbk_UtvYW3xd9TEdQ86NQqF_wXqwe3xxcjrejnp4VQ', 'tradable': 1, 'name': 'MAC-10 | Candy Apple (Factory New)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'MAC-10 | Candy Apple (Factory New)', 'market_hash_name': 'MAC-10 | Candy Apple (Factory New)', 'commodity': 0}",$0.23
MAC-10 | Candy Apple (Field-Tested),MAC-10 | Candy Apple (Field-Tested),837,15,$0.15,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '310787386', 'instanceid': '302028390', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldfwPz3YzhG09GzkImemrnwMOLTwG8D7sB137qZrIisjlGyrRdtYWmiI9XBdg4_ZA3Tq1jvwru7m9bi67rBvkPM', 'tradable': 1, 'name': 'MAC-10 | Candy Apple (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'MAC-10 | Candy Apple (Field-Tested)', 'market_hash_name': 'MAC-10 | Candy Apple (Field-Tested)', 'commodity': 0}",$0.14
MAC-10 | Candy Apple (Minimal Wear),MAC-10 | Candy Apple (Minimal Wear),3464,18,$0.18,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '310776718', 'instanceid': '302028390', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldfwPz3YzhG09C_k4if2aekNb3VlDhTv5Ii273F9Ims3Vbk_UtvYW3xd9TEdQ86NQqF_wXqwe3xxcjrejnp4VQ', 'tradable': 1, 'name': 'MAC-10 | Candy Apple (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'MAC-10 | Candy Apple (Minimal Wear)', 'market_hash_name': 'MAC-10 | Candy Apple (Minimal Wear)', 'commodity': 0}",$0.17
MAC-10 | Carnivore (Battle-Scarred),MAC-10 | Carnivore (Battle-Scarred),508,7,$0.07,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '1812824733', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0uL3fDxB043mq4GHnvL6DLjQm2Ru4MBwnPCPotisjFLmrUo5ZGvzItWRe1I9MFqE_1C_ku65hJC-tcnOyHtm63Qr4GGdwUKfmCgxdA', 'tradable': 1, 'name': 'MAC-10 | Carnivore (Battle-Scarred)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'MAC-10 | Carnivore (Battle-Scarred)', 'market_hash_name': 'MAC-10 | Carnivore (Battle-Scarred)', 'commodity': 0}",$0.06
MAC-10 | Carnivore (Factory New),MAC-10 | Carnivore (Factory New),269,31,$0.31,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '1812873656', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0uL3fDxB043mq4GHnvL6DLjQm2Ru5Mx2gv2PpNyg3gzh-kM5MGr0cdWddwc7ZFzWr1Tvku7sgZO5v5TImyBq73MgsWGdwUKG4a4LKQ', 'tradable': 1, 'name': 'MAC-10 | Carnivore (Factory New)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'MAC-10 | Carnivore (Factory New)', 'market_hash_name': 'MAC-10 | Carnivore (Factory New)', 'commodity': 0}",$0.30
MAC-10 | Carnivore (Field-Tested),MAC-10 | Carnivore (Field-Tested),1186,7,$0.07,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '1812818754', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0uL3fDxB043mq4GHnvL6DLjQm2Ru5cB1g_zMu93zjQXsr0RpMG77ItDHcw48ZlyF8wfqkuvqg8C5vsiYzScy6SYr4H7D30vgqob1iS4', 'tradable': 1, 'name': 'MAC-10 | Carnivore (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'MAC-10 | Carnivore (Field-Tested)', 'market_hash_name': 'MAC-10 | Carnivore (Field-Tested)', 'commodity': 0}",$0.06
MAC-10 | Carnivore (Minimal Wear),MAC-10 | Carnivore (Minimal Wear),1556,12,$0.12,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '1812815327', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0uL3fDxB043mq4GHnvL6DLjQm2Ru5Mx2gv2PpNyg3gzh-kM5MGr0cdWddwc7ZFzWr1Tvku7sgZO5v5TImyBq73MgsWGdwUKG4a4LKQ', 'tradable': 1, 'name': 'MAC-10 | Carnivore (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'MAC-10 | Carnivore (Minimal Wear)', 'market_hash_name': 'MAC-10 | Carnivore (Minimal Wear)', 'commodity': 0}",$0.11
MAC-10 | Carnivore (Well-Worn),MAC-10 | Carnivore (Well-Worn),840,8,$0.08,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '1812815158', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0uL3fDxB043mq4GHnvL6DLjQm2Ru5cB1g_zMu93zjQXsr0RpMG77ItDHcw48ZlyF8wfqkuvqg8C5vsiYzScy6SYr4H7D30vgqob1iS4', 'tradable': 1, 'name': 'MAC-10 | Carnivore (Well-Worn)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'MAC-10 | Carnivore (Well-Worn)', 'market_hash_name': 'MAC-10 | Carnivore (Well-Worn)', 'commodity': 0}",$0.07
MAC-10 | Case Hardened (Battle-Scarred),MAC-10 | Case Hardened (Battle-Scarred),38,2051,$20.51,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4571609204', 'instanceid': '519977179', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0uL3fjRO6diJnIWKge66ar3SkDwIv5d30rrFoYj3iQCx-UVpNWugIoGXdAVsNVCFrgC6ybro0Yj84sqOynt82w', 'tradable': 1, 'name': 'MAC-10 | Case Hardened (Battle-Scarred)', 'name_color': 'D2D2D2', 'type': 'Restricted SMG', 'market_name': 'MAC-10 | Case Hardened (Battle-Scarred)', 'market_hash_name': 'MAC-10 | Case Hardened (Battle-Scarred)', 'commodity': 0}",$19.62
MAC-10 | Case Hardened (Factory New),MAC-10 | Case Hardened (Factory New),36,2497,$24.97,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4571593903', 'instanceid': '480085569', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0uL3fjRO6diJmImMn-O6ar-Ikm4AsMdw2uiV8Y-s2QGx_0ppMGn2dobBcwI_aAqE-ALqxr_vh4j84srCT48ktg', 'tradable': 1, 'name': 'MAC-10 | Case Hardened (Factory New)', 'name_color': 'D2D2D2', 'type': 'Restricted SMG', 'market_name': 'MAC-10 | Case Hardened (Factory New)', 'market_hash_name': 'MAC-10 | Case Hardened (Factory New)', 'commodity': 0}",$23.89
MAC-10 | Case Hardened (Field-Tested),MAC-10 | Case Hardened (Field-Tested),71,2144,$21.44,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4578725097', 'instanceid': '519977179', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0uL3fjRO6diJmYWPnuL5fenUkGlV6p1w2b6Q9Nv3ilXmqkJoZTr7cYaRdgM7NV7QqAftxOvq056i_MOe6RPILtI', 'tradable': 1, 'name': 'MAC-10 | Case Hardened (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Restricted SMG', 'market_name': 'MAC-10 | Case Hardened (Field-Tested)', 'market_hash_name': 'MAC-10 | Case Hardened (Field-Tested)', 'commodity': 0}",$20.51
MAC-10 | Case Hardened (Minimal Wear),MAC-10 | Case Hardened (Minimal Wear),81,2400,$24.00,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4578725846', 'instanceid': '519977179', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0uL3fjRO6diJmImMn-O6ar-Ikm4AsMdw2uiV8Y-s2QGx_0ppMGn2dobBcwI_aAqE-ALqxr_vh4j84srCT48ktg', 'tradable': 1, 'name': 'MAC-10 | Case Hardened (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Restricted SMG', 'market_name': 'MAC-10 | Case Hardened (Minimal Wear)', 'market_hash_name': 'MAC-10 | Case Hardened (Minimal Wear)', 'commodity': 0}",$22.96
MAC-10 | Case Hardened (Well-Worn),MAC-10 | Case Hardened (Well-Worn),43,2225,$22.25,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4582113471', 'instanceid': '519977179', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0uL3fjRO6diJmYWPnuL5fenUkGlV6p1w2b6Q9Nv3ilXmqkJoZTr7cYaRdgM7NV7QqAftxOvq056i_MOe6RPILtI', 'tradable': 1, 'name': 'MAC-10 | Case Hardened (Well-Worn)', 'name_color': 'D2D2D2', 'type': 'Restricted SMG', 'market_name': 'MAC-10 | Case Hardened (Well-Worn)', 'market_hash_name': 'MAC-10 | Case Hardened (Well-Worn)', 'commodity': 0}",$21.29
MAC-10 | Classic Crate (Battle-Scarred),MAC-10 | Classic Crate (Battle-Scarred),600,7,$0.07,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3574239763', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf1OD3fDxBvYyJkJWYg8j3IbrFk1RZ7cRnk6fApNX30ATl_UJtMDj2JIOSJg9oYFiB-QLqxL27h8O-tcvAzyFqvXYi-z-DyAsoxxsk', 'tradable': 1, 'name': 'MAC-10 | Classic Crate (Battle-Scarred)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'MAC-10 | Classic Crate (Battle-Scarred)', 'market_hash_name': 'MAC-10 | Classic Crate (Battle-Scarred)', 'commodity': 0}",$0.06
MAC-10 | Classic Crate (Factory New),MAC-10 | Classic Crate (Factory New),130,24,$0.24,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3574238988', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf1OD3fDxBvYyJkJWYg8j3IbrFk1Rd4cJ5nqeYrdSt2QK1_EY-MG3ycoWRIVQ_aQmGrFi_krvph5O6vpTAmHsyvyJx-z-DyBq6lOsN', 'tradable': 1, 'name': 'MAC-10 | Classic Crate (Factory New)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'MAC-10 | Classic Crate (Factory New)', 'market_hash_name': 'MAC-10 | Classic Crate (Factory New)', 'commodity': 0}",$0.23
MAC-10 | Classic Crate (Field-Tested),MAC-10 | Classic Crate (Field-Tested),1143,7,$0.07,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902773956', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf1OD3fDxBvYyJkJWYg8j3IbrFk1Rc7cF4n-SPotqljQy3-xc9Y2r6cIGUJwY5NVGE-QO9lebtg5K1uZXLyHRjsyEgsGGdwUL971Q-FQ', 'tradable': 1, 'name': 'MAC-10 | Classic Crate (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'MAC-10 | Classic Crate (Field-Tested)', 'market_hash_name': 'MAC-10 | Classic Crate (Field-Tested)', 'commodity': 0}",$0.06
MAC-10 | Classic Crate (Minimal Wear),MAC-10 | Classic Crate (Minimal Wear),437,10,$0.10,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3569168688', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf1OD3fDxBvYyJkJWYg8j3IbrFk1Rd4cJ5nqeYrdSt2QK1_EY-MG3ycoWRIVQ_aQmGrFi_krvph5O6vpTAmHsyvyJx-z-DyBq6lOsN', 'tradable': 1, 'name': 'MAC-10 | Classic Crate (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'MAC-10 | Classic Crate (Minimal Wear)', 'market_hash_name': 'MAC-10 | Classic Crate (Minimal Wear)', 'commodity': 0}",$0.09
MAC-10 | Classic Crate (Well-Worn),MAC-10 | Classic Crate (Well-Worn),960,7,$0.07,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4369717275', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf1OD3fDxBvYyJkJWYg8j3IbrFk1Rc7cF4n-SPotqljQy3-xc9Y2r6cIGUJwY5NVGE-QO9lebtg5K1uZXLyHRjsyEgsGGdwUL971Q-FQ', 'tradable': 1, 'name': 'MAC-10 | Classic Crate (Well-Worn)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'MAC-10 | Classic Crate (Well-Worn)', 'market_hash_name': 'MAC-10 | Classic Crate (Well-Worn)', 'commodity': 0}",$0.06
MAC-10 | Commuter (Battle-Scarred),MAC-10 | Commuter (Battle-Scarred),22,460,$4.60,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4895503977', 'instanceid': '519977179', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0Ob3fShF692xkb-GlvSlY4TZk2pH8Yt0373E8duh0AK1-hFtNW2gIYHHe1Q-ZF6E_APtk-q608e57p-dwHRkpGB8smonA9Yy', 'tradable': 1, 'name': 'MAC-10 | Commuter (Battle-Scarred)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'MAC-10 | Commuter (Battle-Scarred)', 'market_hash_name': 'MAC-10 | Commuter (Battle-Scarred)', 'commodity': 0}",$4.40
MAC-10 | Commuter (Factory New),MAC-10 | Commuter (Factory New),7,1373,$13.73,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '2554911347', 'instanceid': '480085569', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0Ob3fShF692xkb-GlvSlY4Tdn2xZ_It12rzEo9mtjAew-kI4Nmv2JtKXc1c2Yw7WqVO4kOm9g8W4u8yayCY1pGB8suzZ7JhW', 'tradable': 1, 'name': 'MAC-10 | Commuter (Factory New)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'MAC-10 | Commuter (Factory New)', 'market_hash_name': 'MAC-10 | Commuter (Factory New)', 'commodity': 0}",$13.14
MAC-10 | Commuter (Field-Tested),MAC-10 | Commuter (Field-Tested),59,474,$4.74,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4899874508', 'instanceid': '480085569', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0Ob3fShF692xkb-GlvSlY4Tck29Y_cg_3euX8I72jAHkqBdoazumddDDd1BvZwvT_VTrkL3q1Ja8v8yfz3E2sj5iuygG-UFTnw', 'tradable': 1, 'name': 'MAC-10 | Commuter (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'MAC-10 | Commuter (Field-Tested)', 'market_hash_name': 'MAC-10 | Commuter (Field-Tested)', 'commodity': 0}",$4.54
MAC-10 | Commuter (Minimal Wear),MAC-10 | Commuter (Minimal Wear),22,924,$9.24,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '519984637', 'instanceid': '519977179', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0Ob3fShF692xkb-GlvSlY4Tdn2xZ_It12rzEo9mtjAew-kI4Nmv2JtKXc1c2Yw7WqVO4kOm9g8W4u8yayCY1pGB8suzZ7JhW', 'tradable': 1, 'name': 'MAC-10 | Commuter (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'MAC-10 | Commuter (Minimal Wear)', 'market_hash_name': 'MAC-10 | Commuter (Minimal Wear)', 'commodity': 0}",$8.84
MAC-10 | Commuter (Well-Worn),MAC-10 | Commuter (Well-Worn),30,445,$4.45,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902356689', 'instanceid': '519977179', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou7umeldf0Ob3fShF692xkb-GlvSlY4Tck29Y_cg_3euX8I72jAHkqBdoazumddDDd1BvZwvT_VTrkL3q1Ja8v8yfz3E2sj5iuygG-UFTnw', 'tradable': 1, 'name': 'MAC-10 | Commuter (Well-Worn)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'MAC-10 | Commuter (Well-Worn)', 'market_hash_name': 'MAC-10 | Commuter (Well-Worn)', 'commodity': 0}",$4.26
