name,hash_name,sell_listings,sell_price,sell_price_text,app_icon,app_name,asset_description,sale_price_text
CZ75-Auto | Crimson Web (Factory New),CZ75-Auto | Crimson Web (Factory New),20,1255,$12.55,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4901603688', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf2-r3ZjhA_-O6nYeDg7mmY-KClD8C6cB3i7GT8Imj3wXnqEdrYWr7INPEcA49NwyE_lXowezsm9bi61EmokZ_', 'tradable': 1, 'name': 'CZ75-Auto | Crimson Web (Factory New)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade Pistol', 'market_name': 'CZ75-Auto | Crimson Web (Factory New)', 'market_hash_name': 'CZ75-Auto | Crimson Web (Factory New)', 'commodity': 0}",$12.01
CZ75-Auto | Crimson Web (Field-Tested),CZ75-Auto | Crimson Web (Field-Tested),316,88,$0.88,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '350472176', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf2-r3ZjhA_-O7kYSCgvq6Yr2JxzsH7p0liLrE8N6l3VC2qkNlazjzI46XIwI4YAnVqFfvkO680Yj84sprkgvLPQ', 'tradable': 1, 'name': 'CZ75-Auto | Crimson Web (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade Pistol', 'market_name': 'CZ75-Auto | Crimson Web (Field-Tested)', 'market_hash_name': 'CZ75-Auto | Crimson Web (Field-Tested)', 'commodity': 0}",$0.85
CZ75-Auto | Crimson Web (Minimal Wear),CZ75-Auto | Crimson Web (Minimal Wear),159,108,$1.08,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902793106', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf2-r3ZjhA_-O6nYeDg7mmY-KClD8C6cB3i7GT8Imj3wXnqEdrYWr7INPEcA49NwyE_lXowezsm9bi61EmokZ_', 'tradable': 1, 'name': 'CZ75-Auto | Crimson Web (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade Pistol', 'market_name': 'CZ75-Auto | Crimson Web (Minimal Wear)', 'market_hash_name': 'CZ75-Auto | Crimson Web (Minimal Wear)', 'commodity': 0}",$1.04
CZ75-Auto | Crimson Web (Well-Worn),CZ75-Auto | Crimson Web (Well-Worn),96,73,$0.73,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '350495596', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf2-r3ZjhA_-O7kYSCgvq6Yr2JxzsH7p0liLrE8N6l3VC2qkNlazjzI46XIwI4YAnVqFfvkO680Yj84sprkgvLPQ', 'tradable': 1, 'name': 'CZ75-Auto | Crimson Web (Well-Worn)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade Pistol', 'market_name': 'CZ75-Auto | Crimson Web (Well-Worn)', 'market_hash_name': 'CZ75-Auto | Crimson Web (Well-Worn)', 'commodity': 0}",$0.70
CZ75-Auto | Distressed (Battle-Scarred),CZ75-Auto | Distressed (Battle-Scarred),2397,7,$0.07,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3770679051', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf0Ob3cicVueO1kZKKnPjgNoTZk2pH8Ysn0ruQpoqnjALlrRJlMDqhJoOdew4-N1HU81O6x-rpjZDtvJ-dyXo1pGB8srmu1rON', 'tradable': 1, 'name': 'CZ75-Auto | Distressed (Battle-Scarred)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade Pistol', 'market_name': 'CZ75-Auto | Distressed (Battle-Scarred)', 'market_hash_name': 'CZ75-Auto | Distressed (Battle-Scarred)', 'commodity': 0}",$0.06
CZ75-Auto | Distressed (Factory New),CZ75-Auto | Distressed (Factory New),267,20,$0.20,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902753658', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf0Ob3cicVueO1kZKKnPjgNoTdn2xZ_IsjjLGTrdr00Ve1-UBtYDrxJ9WTJg9vNVCE-wK3xejqhcPqtJjPmnFkpGB8stao0_46', 'tradable': 1, 'name': 'CZ75-Auto | Distressed (Factory New)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade Pistol', 'market_name': 'CZ75-Auto | Distressed (Factory New)', 'market_hash_name': 'CZ75-Auto | Distressed (Factory New)', 'commodity': 0}",$0.19
CZ75-Auto | Distressed (Field-Tested),CZ75-Auto | Distressed (Field-Tested),2775,7,$0.07,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902758197', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf0Ob3cicVueO1kZKKnPjgNoTck29Y_cg_3-zD9tWs2lXjrUc9Zj_6do-UJwVvYFHSrwfsxuy5hJXuv53PwCY3vz5iuyhnSBiYug', 'tradable': 1, 'name': 'CZ75-Auto | Distressed (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade Pistol', 'market_name': 'CZ75-Auto | Distressed (Field-Tested)', 'market_hash_name': 'CZ75-Auto | Distressed (Field-Tested)', 'commodity': 0}",$0.06
CZ75-Auto | Distressed (Minimal Wear),CZ75-Auto | Distressed (Minimal Wear),2639,9,$0.09,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902767281', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf0Ob3cicVueO1kZKKnPjgNoTdn2xZ_IsjjLGTrdr00Ve1-UBtYDrxJ9WTJg9vNVCE-wK3xejqhcPqtJjPmnFkpGB8stao0_46', 'tradable': 1, 'name': 'CZ75-Auto | Distressed (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade Pistol', 'market_name': 'CZ75-Auto | Distressed (Minimal Wear)', 'market_hash_name': 'CZ75-Auto | Distressed (Minimal Wear)', 'commodity': 0}",$0.08
CZ75-Auto | Distressed (Well-Worn),CZ75-Auto | Distressed (Well-Worn),3220,7,$0.07,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4893829703', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf0Ob3cicVueO1kZKKnPjgNoTck29Y_cg_3-zD9tWs2lXjrUc9Zj_6do-UJwVvYFHSrwfsxuy5hJXuv53PwCY3vz5iuyhnSBiYug', 'tradable': 1, 'name': 'CZ75-Auto | Distressed (Well-Worn)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade Pistol', 'market_name': 'CZ75-Auto | Distressed (Well-Worn)', 'market_hash_name': 'CZ75-Auto | Distressed (Well-Worn)', 'commodity': 0}",$0.06
CZ75-Auto | Eco (Battle-Scarred),CZ75-Auto | Eco (Battle-Scarred),186,52,$0.52,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902758039', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf0Ob3cicVueOzl4-0n_L1JaKfwztXuJR1i7yRpImk3VLhrhE9MT2hdoWScwc4ZQ6C_ge9wOzmgsW46YOJlyX-1jD_KA', 'tradable': 1, 'name': 'CZ75-Auto | Eco (Battle-Scarred)', 'name_color': 'D2D2D2', 'type': 'Restricted Pistol', 'market_name': 'CZ75-Auto | Eco (Battle-Scarred)', 'market_hash_name': 'CZ75-Auto | Eco (Battle-Scarred)', 'commodity': 0}",$0.50
CZ75-Auto | Eco (Factory New),CZ75-Auto | Eco (Factory New),80,281,$2.81,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4893899684', 'instanceid': '480085569', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf0Ob3cicVueOzl4-0m_7zO6-fxzJQ6ZJz07iV9I-i2Q3i8xZrYDigII7Hcwc8M1GG_gK2wO_p1pG6u4OJlyX1lloaZw', 'tradable': 1, 'name': 'CZ75-Auto | Eco (Factory New)', 'name_color': 'D2D2D2', 'type': 'Restricted Pistol', 'market_name': 'CZ75-Auto | Eco (Factory New)', 'market_hash_name': 'CZ75-Auto | Eco (Factory New)', 'commodity': 0}",$2.69
CZ75-Auto | Eco (Field-Tested),CZ75-Auto | Eco (Field-Tested),328,69,$0.69,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '2960970406', 'instanceid': '480085569', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf0Ob3cicVueOzl4-0mvLwOq7c2DpUv8Ym0rzA8N-k0ADk8xdlYGH6coaVdgA2NV7X-VG2yOnt15W6vZTXiSw00ILnbkA', 'tradable': 1, 'name': 'CZ75-Auto | Eco (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Restricted Pistol', 'market_name': 'CZ75-Auto | Eco (Field-Tested)', 'market_hash_name': 'CZ75-Auto | Eco (Field-Tested)', 'commodity': 0}",$0.66
CZ75-Auto | Eco (Minimal Wear),CZ75-Auto | Eco (Minimal Wear),193,131,$1.31,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4302597780', 'instanceid': '480085569', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf0Ob3cicVueOzl4-0m_7zO6-fxzJQ6ZJz07iV9I-i2Q3i8xZrYDigII7Hcwc8M1GG_gK2wO_p1pG6u4OJlyX1lloaZw', 'tradable': 1, 'name': 'CZ75-Auto | Eco (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Restricted Pistol', 'market_name': 'CZ75-Auto | Eco (Minimal Wear)', 'market_hash_name': 'CZ75-Auto | Eco (Minimal Wear)', 'commodity': 0}",$1.26
CZ75-Auto | Eco (Well-Worn),CZ75-Auto | Eco (Well-Worn),354,51,$0.51,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '2960970213', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf0Ob3cicVueOzl4-0mvLwOq7c2DpUv8Ym0rzA8N-k0ADk8xdlYGH6coaVdgA2NV7X-VG2yOnt15W6vZTXiSw00ILnbkA', 'tradable': 1, 'name': 'CZ75-Auto | Eco (Well-Worn)', 'name_color': 'D2D2D2', 'type': 'Restricted Pistol', 'market_name': 'CZ75-Auto | Eco (Well-Worn)', 'market_hash_name': 'CZ75-Auto | Eco (Well-Worn)', 'commodity': 0}",$0.49
CZ75-Auto | Emerald (Factory New),CZ75-Auto | Emerald (Factory New),153,1258,$12.58,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '992107920', 'instanceid': '519977179', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf0v33dDBH_t26kL-HnvD8J_WElT8Gu5Eg27iVotv00Azg80ZtMDimIo-ceg45YAuCrFbtyenv1sW6ot2Xntd6B4y4', 'tradable': 1, 'name': 'CZ75-Auto | Emerald (Factory New)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade Pistol', 'market_name': 'CZ75-Auto | Emerald (Factory New)', 'market_hash_name': 'CZ75-Auto | Emerald (Factory New)', 'commodity': 0}",$12.04
CZ75-Auto | Emerald (Minimal Wear),CZ75-Auto | Emerald (Minimal Wear),16,1232,$12.32,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4898044287', 'instanceid': '302028390', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpotaDyfgZf0v33dDBH_t26kL-HnvD8J_WElT8Gu5Eg27iVotv00Azg80ZtMDimIo-ceg45YAuCrFbtyenv1sW6ot2Xntd6B4y4', 'tradable': 1, 'name': 'CZ75-Auto | Emerald (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade Pistol', 'market_name': 'CZ75-Auto | Emerald (Minimal Wear)', 'market_hash_name': 'CZ75-Auto | Emerald (Minimal Wear)', 'commodity': 0}",$11.79
